template,prompt,target,meta_json
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT756, <TXWY> Alpha, Juliet, Charlie, <GATE> D4 [Pilot]: Greensboro Ground, <F#> FFT756, clear of active, request taxi to Gate <GATE> D4.","[ATC]: FFT756, taxi to Gate D4 via Alpha, Juliet, Charlie.","{""callsign"": ""FFT756"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 18.3, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""23L"", ""wind_dir"": 320, ""wind_spd"": 6, ""gate"": ""D4"", ""route"": ""Alpha, Juliet, Charlie""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> DAL1333, <GATE> C1, <RWY> 23R, <TXWY> Lima, Delta, Echo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> DAL1333, at Gate <GATE> C1, request taxi to Runway <RWY> 23R.","[ATC]: DAL1333, taxi to Runway 23R via Lima, Delta, Echo, hold short of Runway 05L.","{""callsign"": ""DAL1333"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 8.1, ""dist_mi"": 8, ""rwy"": ""23R"", ""hs_rwy"": ""05L"", ""wind_dir"": 330, ""wind_spd"": 14, ""gate"": ""C1"", ""route"": ""Lima, Delta, Echo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9, <WIND> 210 at 10, <RWY> 23L, <DIST> 8mi [Pilot]: Greensboro Tower, <F#> DAL9, <DIST> 8 miles out.","[ATC]: DAL9, wind 210 at 10, Runway 23L cleared to land.","{""callsign"": ""DAL9"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 7.7, ""dist_mi"": 8, ""rwy"": ""23L"", ""hs_rwy"": ""23R"", ""wind_dir"": 210, ""wind_spd"": 10, ""gate"": ""A5"", ""route"": ""Hotel, Foxtrot, Kilo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL4367, <WIND> 260 at 10, <RWY> 05L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> DAL4367, <DIST> 15 miles out.","[ATC]: DAL4367, wind 260 at 10, Runway 05L cleared to land.","{""callsign"": ""DAL4367"", ""pilot_alt"": 9000, ""assign_alt"": 3000, ""dist_nm"": 15.0, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""23R"", ""wind_dir"": 260, ""wind_spd"": 10, ""gate"": ""A1"", ""route"": ""Delta, Golf""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT2880, <ALT> 6000ft, <RWY> 05R, <DIST> 24.0NM [Pilot]: Greensboro Approach, <F#> FFT2880, level 6000 feet, inbound for landing.","[ATC]: FFT2880, radar contact, descend and maintain 6000, expect ILS Runway 05R.","{""callsign"": ""FFT2880"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 24.0, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""23R"", ""wind_dir"": 230, ""wind_spd"": 6, ""gate"": ""A1"", ""route"": ""Golf, Kilo""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL8999, <TXWY> Lima, Charlie, Echo, <GATE> C5 [Pilot]: Greensboro Ground, <F#> UAL8999, clear of active, request taxi to Gate <GATE> C5.","[ATC]: UAL8999, taxi to Gate C5 via Lima, Charlie, Echo.","{""callsign"": ""UAL8999"", ""pilot_alt"": 6000, ""assign_alt"": 4000, ""dist_nm"": 21.5, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""05R"", ""wind_dir"": 230, ""wind_spd"": 11, ""gate"": ""C5"", ""route"": ""Lima, Charlie, Echo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA2591, <ALT> 4000ft, <RWY> 23R, <DIST> 9.9NM [Pilot]: Greensboro Approach, <F#> SWA2591, level 6000 feet, inbound for landing.","[ATC]: SWA2591, radar contact, descend and maintain 4000, expect ILS Runway 23R.","{""callsign"": ""SWA2591"", ""pilot_alt"": 6000, ""assign_alt"": 4000, ""dist_nm"": 9.9, ""dist_mi"": 10, ""rwy"": ""23R"", ""hs_rwy"": ""05L"", ""wind_dir"": 250, ""wind_spd"": 12, ""gate"": ""C1"", ""route"": ""Alpha, Hotel, Kilo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL8404, <WIND> 290 at 14, <RWY> 05R, <DIST> 10mi [Pilot]: Greensboro Tower, <F#> DAL8404, <DIST> 10 miles out.","[ATC]: DAL8404, wind 290 at 14, Runway 05R cleared to land.","{""callsign"": ""DAL8404"", ""pilot_alt"": 10000, ""assign_alt"": 4000, ""dist_nm"": 9.6, ""dist_mi"": 10, ""rwy"": ""05R"", ""hs_rwy"": ""23R"", ""wind_dir"": 290, ""wind_spd"": 14, ""gate"": ""B2"", ""route"": ""Bravo, Charlie""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT4786, <TXWY> Charlie, Alpha, <GATE> D4 [Pilot]: Greensboro Ground, <F#> FFT4786, clear of active, request taxi to Gate <GATE> D4.","[ATC]: FFT4786, taxi to Gate D4 via Charlie, Alpha.","{""callsign"": ""FFT4786"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 17.9, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""05R"", ""wind_dir"": 330, ""wind_spd"": 12, ""gate"": ""D4"", ""route"": ""Charlie, Alpha""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9472, <WIND> 210 at 4, <RWY> 05R, <DIST> 7mi [Pilot]: Greensboro Tower, <F#> DAL9472, <DIST> 7 miles out.","[ATC]: DAL9472, wind 210 at 4, Runway 05R cleared to land.","{""callsign"": ""DAL9472"", ""pilot_alt"": 10000, ""assign_alt"": 4000, ""dist_nm"": 6.7, ""dist_mi"": 7, ""rwy"": ""05R"", ""hs_rwy"": ""05L"", ""wind_dir"": 210, ""wind_spd"": 4, ""gate"": ""A5"", ""route"": ""Charlie, Alpha""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA3559, <ALT> 4000ft, <RWY> 14, <DIST> 17.5NM [Pilot]: Greensboro Approach, <F#> SWA3559, level 8000 feet, inbound for landing.","[ATC]: SWA3559, radar contact, descend and maintain 4000, expect ILS Runway 14.","{""callsign"": ""SWA3559"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 17.5, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""23L"", ""wind_dir"": 230, ""wind_spd"": 11, ""gate"": ""A1"", ""route"": ""Golf, Kilo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N4042M, <WIND> 250 at 6, <RWY> 23R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> N4042M, <DIST> 15 miles out.","[ATC]: N4042M, wind 250 at 6, Runway 23R cleared to land.","{""callsign"": ""N4042M"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 24.3, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""05L"", ""wind_dir"": 250, ""wind_spd"": 6, ""gate"": ""A5"", ""route"": ""Lima, Hotel""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL4206, <TXWY> Alpha, Golf, Lima, <GATE> D2 [Pilot]: Greensboro Ground, <F#> AAL4206, clear of active, request taxi to Gate <GATE> D2.","[ATC]: AAL4206, taxi to Gate D2 via Alpha, Golf, Lima.","{""callsign"": ""AAL4206"", ""pilot_alt"": 6000, ""assign_alt"": 4000, ""dist_nm"": 9.0, ""dist_mi"": 9, ""rwy"": ""14"", ""hs_rwy"": ""23R"", ""wind_dir"": 260, ""wind_spd"": 8, ""gate"": ""D2"", ""route"": ""Alpha, Golf, Lima""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL3740, <TXWY> Alpha, Golf, Charlie, <GATE> C1 [Pilot]: Greensboro Ground, <F#> DAL3740, clear of active, request taxi to Gate <GATE> C1.","[ATC]: DAL3740, taxi to Gate C1 via Alpha, Golf, Charlie.","{""callsign"": ""DAL3740"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 15.3, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""23L"", ""wind_dir"": 310, ""wind_spd"": 11, ""gate"": ""C1"", ""route"": ""Alpha, Golf, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N7854R, <ALT> 4000ft, <RWY> 23L, <DIST> 17.2NM [Pilot]: Greensboro Approach, <F#> N7854R, level 7000 feet, inbound for landing.","[ATC]: N7854R, radar contact, descend and maintain 4000, expect ILS Runway 23L.","{""callsign"": ""N7854R"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 17.2, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""05R"", ""wind_dir"": 250, ""wind_spd"": 4, ""gate"": ""A5"", ""route"": ""Charlie, Juliet""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA6040, <WIND> 330 at 14, <RWY> 23R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> SWA6040, <DIST> 15 miles out.","[ATC]: SWA6040, wind 330 at 14, Runway 23R cleared to land.","{""callsign"": ""SWA6040"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 18.2, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 330, ""wind_spd"": 14, ""gate"": ""A1"", ""route"": ""Delta, Alpha, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU5765, <ALT> 4000ft, <RWY> 32, <DIST> 21.2NM [Pilot]: Greensboro Approach, <F#> JBU5765, level 9000 feet, inbound for landing.","[ATC]: JBU5765, radar contact, descend and maintain 4000, expect ILS Runway 32.","{""callsign"": ""JBU5765"", ""pilot_alt"": 9000, ""assign_alt"": 4000, ""dist_nm"": 21.2, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""23R"", ""wind_dir"": 310, ""wind_spd"": 15, ""gate"": ""A5"", ""route"": ""Alpha, Bravo""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL2712, <TXWY> Charlie, Kilo, <GATE> A5 [Pilot]: Greensboro Ground, <F#> AAL2712, clear of active, request taxi to Gate <GATE> A5.","[ATC]: AAL2712, taxi to Gate A5 via Charlie, Kilo.","{""callsign"": ""AAL2712"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 15.4, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""14"", ""wind_dir"": 260, ""wind_spd"": 7, ""gate"": ""A5"", ""route"": ""Charlie, Kilo""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N1857J, <GATE> C3, <RWY> 23L, <TXWY> Delta, Kilo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> N1857J, at Gate <GATE> C3, request taxi to Runway <RWY> 23L.","[ATC]: N1857J, taxi to Runway 23L via Delta, Kilo, hold short of Runway 05L.","{""callsign"": ""N1857J"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 6.3, ""dist_mi"": 6, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 220, ""wind_spd"": 9, ""gate"": ""C3"", ""route"": ""Delta, Kilo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU5071, <ALT> 3000ft, <RWY> 05L, <DIST> 4.7NM [Pilot]: Greensboro Approach, <F#> JBU5071, level 10000 feet, inbound for landing.","[ATC]: JBU5071, radar contact, descend and maintain 3000, expect ILS Runway 05L.","{""callsign"": ""JBU5071"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 4.7, ""dist_mi"": 5, ""rwy"": ""05L"", ""hs_rwy"": ""05R"", ""wind_dir"": 180, ""wind_spd"": 7, ""gate"": ""A3"", ""route"": ""Charlie, Bravo, Hotel""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL6836, <ALT> 6000ft, <RWY> 05R, <DIST> 11.8NM [Pilot]: Greensboro Approach, <F#> UAL6836, level 6000 feet, inbound for landing.","[ATC]: UAL6836, radar contact, descend and maintain 6000, expect ILS Runway 05R.","{""callsign"": ""UAL6836"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 11.8, ""dist_mi"": 12, ""rwy"": ""05R"", ""hs_rwy"": ""05L"", ""wind_dir"": 310, ""wind_spd"": 9, ""gate"": ""B6"", ""route"": ""Hotel, Juliet, Golf""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> ASA6587, <GATE> C5, <RWY> 23R, <TXWY> Golf, Hotel, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> ASA6587, at Gate <GATE> C5, request taxi to Runway <RWY> 23R.","[ATC]: ASA6587, taxi to Runway 23R via Golf, Hotel, hold short of Runway 23L.","{""callsign"": ""ASA6587"", ""pilot_alt"": 10000, ""assign_alt"": 5000, ""dist_nm"": 18.9, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""23L"", ""wind_dir"": 180, ""wind_spd"": 8, ""gate"": ""C5"", ""route"": ""Golf, Hotel""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL4432, <TXWY> Golf, Lima, Bravo, <GATE> B4 [Pilot]: Greensboro Ground, <F#> DAL4432, clear of active, request taxi to Gate <GATE> B4.","[ATC]: DAL4432, taxi to Gate B4 via Golf, Lima, Bravo.","{""callsign"": ""DAL4432"", ""pilot_alt"": 9000, ""assign_alt"": 4000, ""dist_nm"": 7.2, ""dist_mi"": 7, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 260, ""wind_spd"": 14, ""gate"": ""B4"", ""route"": ""Golf, Lima, Bravo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA92, <ALT> 5000ft, <RWY> 14, <DIST> 13.6NM [Pilot]: Greensboro Approach, <F#> SWA92, level 8000 feet, inbound for landing.","[ATC]: SWA92, radar contact, descend and maintain 5000, expect ILS Runway 14.","{""callsign"": ""SWA92"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 13.6, ""dist_mi"": 14, ""rwy"": ""14"", ""hs_rwy"": ""05L"", ""wind_dir"": 310, ""wind_spd"": 12, ""gate"": ""A5"", ""route"": ""Echo, Lima""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL2381, <TXWY> Delta, Alpha, <GATE> A5 [Pilot]: Greensboro Ground, <F#> UAL2381, clear of active, request taxi to Gate <GATE> A5.","[ATC]: UAL2381, taxi to Gate A5 via Delta, Alpha.","{""callsign"": ""UAL2381"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 13.0, ""dist_mi"": 13, ""rwy"": ""23R"", ""hs_rwy"": ""14"", ""wind_dir"": 190, ""wind_spd"": 4, ""gate"": ""A5"", ""route"": ""Delta, Alpha""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N900W, <GATE> A5, <RWY> 05R, <TXWY> Delta, Hotel, Golf, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> N900W, at Gate <GATE> A5, request taxi to Runway <RWY> 05R.","[ATC]: N900W, taxi to Runway 05R via Delta, Hotel, Golf, hold short of Runway 23L.","{""callsign"": ""N900W"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 7.8, ""dist_mi"": 8, ""rwy"": ""05R"", ""hs_rwy"": ""23L"", ""wind_dir"": 180, ""wind_spd"": 7, ""gate"": ""A5"", ""route"": ""Delta, Hotel, Golf""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT4972, <TXWY> Hotel, Lima, <GATE> A5 [Pilot]: Greensboro Ground, <F#> FFT4972, clear of active, request taxi to Gate <GATE> A5.","[ATC]: FFT4972, taxi to Gate A5 via Hotel, Lima.","{""callsign"": ""FFT4972"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 22.2, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 280, ""wind_spd"": 15, ""gate"": ""A5"", ""route"": ""Hotel, Lima""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT1884, <ALT> 5000ft, <RWY> 23R, <DIST> 24.5NM [Pilot]: Greensboro Approach, <F#> FFT1884, level 9000 feet, inbound for landing.","[ATC]: FFT1884, radar contact, descend and maintain 5000, expect ILS Runway 23R.","{""callsign"": ""FFT1884"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 24.5, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 320, ""wind_spd"": 11, ""gate"": ""D2"", ""route"": ""Delta, Juliet, Lima""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL6657, <TXWY> Juliet, Alpha, <GATE> B2 [Pilot]: Greensboro Ground, <F#> UAL6657, clear of active, request taxi to Gate <GATE> B2.","[ATC]: UAL6657, taxi to Gate B2 via Juliet, Alpha.","{""callsign"": ""UAL6657"", ""pilot_alt"": 10000, ""assign_alt"": 5000, ""dist_nm"": 15.7, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""05R"", ""wind_dir"": 230, ""wind_spd"": 12, ""gate"": ""B2"", ""route"": ""Juliet, Alpha""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N1108E, <ALT> 5000ft, <RWY> 14, <DIST> 6.3NM [Pilot]: Greensboro Approach, <F#> N1108E, level 9000 feet, inbound for landing.","[ATC]: N1108E, radar contact, descend and maintain 5000, expect ILS Runway 14.","{""callsign"": ""N1108E"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 6.3, ""dist_mi"": 6, ""rwy"": ""14"", ""hs_rwy"": ""23R"", ""wind_dir"": 200, ""wind_spd"": 12, ""gate"": ""B6"", ""route"": ""Kilo, Juliet""}"
